image_path,skin_tone,foundation_shadename,foundation_layer,foundation_ml,lipstick_shadename,lipstick_layer,blush_shadename,blush_layers,mascara_shade,mascara_layer,concealer_shadename,concealer_layer,longevity,risk_management,cost_of_makeup,mode,occasion,weather_type
images/513.jpg,dark,espresso,1,4,plum,1,soft_blush,1,black,2,natural_concealer,1,10hrs,low,664,weather,normal,humid
images/507.jpg,medium,beige,2,5,coral,2,soft_blush,1,black,3,natural_concealer,2,10hrs,medium,1427,simple,normal,normal
images/261.jpg,medium,beige,2,2,red,3,soft_blush,2,black,2,natural_concealer,2,12hrs,low,822,weather,normal,cold
images/249.jpg,dark,mocha,1,3,dark red,1,soft_blush,1,black,1,natural_concealer,2,6hrs,high,2383,occasion,wedding,normal
images/301.jpg,medium,warm_beige,3,5,bold_coral,2,soft_blush,2,black,1,natural_concealer,1,10hrs,low,2788,occasion,party,normal
images/467.jpg,medium,warm_beige,2,3,nude,2,soft_blush,1,black,1,natural_concealer,2,8hrs,medium,2097,simple,normal,normal
images/473.jpg,medium,sand,3,3,red,2,soft_blush,2,black,1,natural_concealer,1,8hrs,low,1413,simple,normal,normal
images/315.jpg,medium,beige,2,4,nude,2,soft_blush,2,black,3,natural_concealer,1,12hrs,low,2293,occasion,wedding,normal
images/329.jpg,medium,matte_sand,2,4,nude,1,soft_blush,2,black,2,natural_concealer,1,6hrs,medium,1128,weather,normal,hot
images/498.jpg,medium,beige,3,2,coral,3,soft_blush,1,black,2,natural_concealer,1,6hrs,high,1051,weather,normal,cold
images/665.jpg,medium,beige,2,5,coral,3,soft_blush,2,black,1,natural_concealer,1,12hrs,medium,2533,weather,normal,cold
images/103.jpg,medium,sand,1,3,coral,1,soft_blush,1,black,2,natural_concealer,2,6hrs,medium,1905,occasion,casual,normal
images/117.jpg,medium,beige,2,4,coral,1,soft_blush,1,black,2,natural_concealer,2,12hrs,low,693,weather,normal,rainy
images/671.jpg,medium,sand,3,4,coral,3,soft_blush,2,black,2,natural_concealer,1,8hrs,high,2141,simple,normal,normal
images/659.jpg,dark,espresso,3,2,wine,3,soft_blush,1,black,2,natural_concealer,2,6hrs,medium,1925,weather,normal,cold
images/16.jpg,dark,mocha,3,3,plum,3,soft_blush,1,black,2,natural_concealer,2,8hrs,low,1952,weather,normal,humid
images/12.jpg,medium,beige,2,5,coral,2,soft_blush,2,black,1,natural_concealer,1,12hrs,low,1641,weather,normal,rainy
images/675.jpg,dark,matte_mocha,2,4,nude,2,soft_blush,1,black,1,natural_concealer,2,6hrs,low,2003,weather,normal,hot
images/113.jpg,medium,matte_sand,1,5,nude,2,soft_blush,2,black,3,natural_concealer,2,10hrs,high,2339,weather,normal,hot
images/107.jpg,medium,sand,1,4,red,3,soft_blush,2,black,3,natural_concealer,2,12hrs,low,2260,simple,normal,normal
images/661.jpg,medium,sand,3,3,coral,1,soft_blush,2,black,3,natural_concealer,1,12hrs,medium,1384,simple,normal,normal
images/649.jpg,medium,matte_beige,2,3,nude,2,soft_blush,1,black,3,natural_concealer,2,6hrs,medium,1627,weather,normal,hot
images/488.jpg,medium,sand,1,4,bold_nude,3,soft_blush,2,black,2,natural_concealer,1,12hrs,low,690,occasion,party,normal
images/311.jpg,medium,sand,3,2,nude,3,soft_blush,2,black,2,natural_concealer,1,12hrs,medium,1443,occasion,office,normal
images/477.jpg,medium,warm_beige,3,2,coral,2,soft_blush,1,black,1,natural_concealer,2,8hrs,low,906,simple,normal,normal
images/463.jpg,medium,beige,3,3,bold_red,3,soft_blush,1,black,1,natural_concealer,2,12hrs,medium,2605,occasion,party,normal
images/305.jpg,dark,caramel,2,4,bold_dark red,3,soft_blush,1,black,1,natural_concealer,1,8hrs,low,575,occasion,party,normal
images/339.jpg,medium,sand,3,4,red,2,soft_blush,1,black,1,natural_concealer,2,12hrs,high,1964,simple,normal,normal
images/265.jpg,medium,beige,3,2,coral,1,soft_blush,2,black,2,natural_concealer,2,6hrs,high,2195,occasion,casual,normal
images/503.jpg,medium,beige,3,3,red,3,soft_blush,2,black,2,natural_concealer,2,6hrs,low,2369,simple,normal,normal
images/517.jpg,medium,beige,2,4,coral,1,soft_blush,2,black,3,natural_concealer,1,8hrs,medium,2166,weather,normal,humid
images/271.jpg,medium,warm_beige,2,4,coral,1,soft_blush,1,black,2,natural_concealer,1,10hrs,low,1194,simple,normal,normal
images/259.jpg,medium,matte_sand,1,3,nude,3,soft_blush,2,black,1,natural_concealer,1,6hrs,high,2720,weather,normal,hot
images/258.jpg,medium,matte_sand,1,4,nude,2,soft_blush,1,black,3,natural_concealer,2,6hrs,medium,1645,weather,normal,hot
images/516.jpg,medium,sand,2,2,red,1,soft_blush,1,black,1,natural_concealer,1,6hrs,low,2550,occasion,casual,normal
images/270.jpg,dark,mocha,3,2,wine,3,soft_blush,2,black,1,natural_concealer,2,6hrs,high,889,occasion,office,normal
images/264.jpg,medium,sand,3,3,coral,3,soft_blush,2,black,1,natural_concealer,2,12hrs,low,2967,simple,normal,normal
images/502.jpg,medium,sand,3,2,coral,3,soft_blush,2,black,3,natural_concealer,2,6hrs,high,556,simple,normal,normal
images/338.jpg,medium,warm_beige,3,2,nude,1,soft_blush,2,black,2,natural_concealer,1,10hrs,low,2815,simple,normal,normal
images/462.jpg,medium,sand,3,4,coral,3,soft_blush,1,black,1,natural_concealer,2,10hrs,medium,2399,simple,normal,normal
images/304.jpg,medium,warm_beige,1,5,bold_nude,3,soft_blush,2,black,1,natural_concealer,2,8hrs,medium,688,occasion,party,normal
images/310.jpg,medium,sand,3,3,coral,1,soft_blush,1,black,2,natural_concealer,1,8hrs,high,2615,occasion,wedding,normal
images/476.jpg,medium,matte_warm_beige,1,5,nude,1,soft_blush,2,black,2,natural_concealer,2,12hrs,low,706,weather,normal,hot
images/489.jpg,medium,beige,3,5,red,3,soft_blush,1,black,2,natural_concealer,2,12hrs,medium,2670,simple,normal,normal
images/648.jpg,medium,warm_beige,3,2,bold_red,3,soft_blush,1,black,3,natural_concealer,2,12hrs,high,1642,occasion,party,normal
images/106.jpg,dark,mocha,3,4,bold_wine,1,soft_blush,1,black,2,natural_concealer,2,10hrs,medium,2479,occasion,party,normal
images/660.jpg,medium,warm_beige,3,3,nude,1,soft_blush,1,black,3,natural_concealer,2,8hrs,medium,1083,simple,normal,normal
images/674.jpg,medium,warm_beige,3,5,nude,1,soft_blush,1,black,3,natural_concealer,1,6hrs,medium,1895,simple,normal,normal
images/112.jpg,dark,mocha,2,2,dark red,1,soft_blush,2,black,1,natural_concealer,2,8hrs,medium,2182,simple,normal,normal
images/13.jpg,dark,caramel,1,5,plum,2,soft_blush,1,black,3,natural_concealer,2,10hrs,medium,1087,weather,normal,humid
images/39.jpg,medium,warm_beige,3,4,coral,1,soft_blush,1,black,1,natural_concealer,1,10hrs,low,2113,weather,normal,cold
images/689.jpg,medium,sand,1,2,nude,3,soft_blush,1,black,2,natural_concealer,2,10hrs,low,1155,occasion,office,normal
images/11.jpg,medium,matte_beige,1,3,nude,1,soft_blush,1,black,2,natural_concealer,2,12hrs,low,2314,weather,normal,hot
images/662.jpg,medium,matte_beige,2,4,nude,2,soft_blush,1,black,1,natural_concealer,2,12hrs,low,2458,weather,normal,hot
images/104.jpg,medium,beige,1,4,coral,1,soft_blush,1,black,1,natural_concealer,2,12hrs,medium,2641,simple,normal,normal
images/110.jpg,medium,warm_beige,2,2,nude,1,soft_blush,2,black,2,natural_concealer,2,12hrs,low,1234,simple,normal,normal
images/676.jpg,medium,beige,1,5,red,3,soft_blush,2,black,1,natural_concealer,1,8hrs,low,1268,weather,normal,cold
images/138.jpg,medium,warm_beige,2,4,coral,3,soft_blush,2,black,1,natural_concealer,2,12hrs,high,654,simple,normal,normal
images/306.jpg,medium,sand,3,3,nude,2,soft_blush,1,black,3,natural_concealer,2,12hrs,high,1184,simple,normal,normal
images/460.jpg,medium,sand,3,4,red,1,soft_blush,2,black,3,natural_concealer,1,8hrs,medium,2445,simple,normal,normal
images/474.jpg,medium,matte_warm_beige,2,5,nude,2,soft_blush,2,black,1,natural_concealer,2,10hrs,medium,2541,weather,normal,hot
images/312.jpg,medium,beige,2,5,coral,3,soft_blush,1,black,3,natural_concealer,2,6hrs,high,2368,simple,normal,normal
images/448.jpg,medium,beige,3,5,coral,3,soft_blush,1,black,1,natural_concealer,1,6hrs,low,1076,simple,normal,normal
images/299.jpg,medium,sand,2,2,bold_nude,2,soft_blush,2,black,1,natural_concealer,2,6hrs,low,859,occasion,party,normal
images/272.jpg,medium,sand,1,2,coral,2,soft_blush,2,black,1,natural_concealer,1,6hrs,medium,2180,weather,normal,rainy
images/514.jpg,medium,beige,2,2,coral,2,soft_blush,2,black,1,natural_concealer,2,12hrs,high,575,simple,normal,normal
images/500.jpg,medium,warm_beige,1,3,coral,3,soft_blush,2,black,3,natural_concealer,1,8hrs,medium,1522,simple,normal,normal
images/266.jpg,medium,sand,3,5,red,2,soft_blush,1,black,2,natural_concealer,1,8hrs,medium,2005,weather,normal,humid
images/528.jpg,medium,warm_beige,2,3,nude,2,soft_blush,2,black,1,natural_concealer,1,12hrs,low,1964,occasion,casual,normal
images/529.jpg,medium,warm_beige,1,4,nude,3,soft_blush,2,black,3,natural_concealer,1,12hrs,low,2586,simple,normal,normal
images/501.jpg,medium,warm_beige,2,2,coral,3,soft_blush,1,black,2,natural_concealer,1,6hrs,low,1519,simple,normal,normal
images/267.jpg,medium,sand,2,2,coral,3,soft_blush,1,black,2,natural_concealer,2,8hrs,low,1392,simple,normal,normal
images/273.jpg,medium,warm_beige,2,3,coral,3,soft_blush,1,black,1,natural_concealer,1,12hrs,low,1780,occasion,office,normal
images/515.jpg,medium,sand,1,3,coral,1,soft_blush,2,black,3,natural_concealer,2,10hrs,medium,2062,weather,normal,cold
images/298.jpg,dark,espresso,3,2,wine,3,soft_blush,1,black,2,natural_concealer,2,6hrs,high,2080,occasion,wedding,normal
images/449.jpg,medium,beige,1,5,nude,1,soft_blush,2,black,3,natural_concealer,2,8hrs,low,1304,simple,normal,normal
images/475.jpg,medium,beige,3,2,bold_coral,1,soft_blush,1,black,1,natural_concealer,1,12hrs,low,1446,occasion,party,normal
images/313.jpg,medium,beige,3,5,nude,2,soft_blush,2,black,3,natural_concealer,1,12hrs,high,2528,simple,normal,normal
images/307.jpg,medium,beige,2,4,nude,1,soft_blush,1,black,3,natural_concealer,2,10hrs,low,1648,occasion,wedding,normal
images/461.jpg,medium,beige,2,2,red,3,soft_blush,2,black,1,natural_concealer,2,6hrs,low,2958,simple,normal,normal
images/139.jpg,medium,sand,1,3,coral,3,soft_blush,1,black,1,natural_concealer,1,6hrs,high,501,weather,normal,rainy
images/111.jpg,medium,matte_sand,2,4,nude,1,soft_blush,2,black,2,natural_concealer,2,10hrs,high,802,weather,normal,hot
images/677.jpg,medium,matte_warm_beige,1,3,nude,2,soft_blush,2,black,3,natural_concealer,2,12hrs,high,1511,weather,normal,hot
images/663.jpg,medium,warm_beige,3,5,red,2,soft_blush,2,black,1,natural_concealer,1,8hrs,high,2840,simple,normal,normal
images/105.jpg,medium,beige,1,2,coral,3,soft_blush,2,black,1,natural_concealer,1,12hrs,high,2011,occasion,casual,normal
images/10.jpg,medium,sand,2,2,red,1,soft_blush,1,black,3,natural_concealer,2,8hrs,high,2256,simple,normal,normal
images/688.jpg,dark,espresso,1,5,dark red,2,soft_blush,1,black,1,natural_concealer,2,12hrs,medium,1677,weather,normal,cold
images/38.jpg,medium,beige,1,4,red,1,soft_blush,2,black,2,natural_concealer,1,10hrs,high,1889,occasion,office,normal
images/21.jpg,dark,caramel,1,5,plum,2,soft_blush,2,black,2,natural_concealer,1,10hrs,low,678,simple,normal,normal
images/35.jpg,medium,beige,2,4,red,2,soft_blush,1,black,2,natural_concealer,2,8hrs,high,1628,simple,normal,normal
images/685.jpg,dark,mocha,1,4,plum,3,soft_blush,1,black,1,natural_concealer,1,10hrs,high,810,simple,normal,normal
images/108.jpg,dark,caramel,1,4,dark red,1,soft_blush,2,black,3,natural_concealer,2,12hrs,low,1666,simple,normal,normal
images/120.jpg,medium,sand,2,5,nude,3,soft_blush,1,black,1,natural_concealer,1,12hrs,high,2756,weather,normal,humid
images/646.jpg,medium,warm_beige,3,5,nude,1,soft_blush,1,black,3,natural_concealer,2,6hrs,low,2417,weather,normal,cold
images/652.jpg,medium,beige,3,5,coral,1,soft_blush,1,black,3,natural_concealer,1,12hrs,medium,1104,simple,normal,normal
images/134.jpg,medium,sand,3,2,coral,2,soft_blush,1,black,3,natural_concealer,1,6hrs,medium,1047,simple,normal,normal
images/487.jpg,medium,sand,2,3,nude,1,soft_blush,2,black,2,natural_concealer,2,8hrs,high,2118,weather,normal,cold
images/493.jpg,medium,sand,1,5,nude,2,soft_blush,2,black,1,natural_concealer,2,12hrs,medium,2809,weather,normal,cold
images/478.jpg,medium,warm_beige,3,5,nude,2,soft_blush,2,black,1,natural_concealer,1,8hrs,low,956,occasion,office,normal
images/444.jpg,medium,sand,2,3,bold_nude,3,soft_blush,1,black,2,natural_concealer,1,12hrs,high,1007,occasion,party,normal
images/322.jpg,dark,espresso,2,5,dark red,1,soft_blush,2,black,2,natural_concealer,2,6hrs,low,1713,occasion,office,normal
images/336.jpg,dark,caramel,1,4,dark red,2,soft_blush,2,black,1,natural_concealer,1,10hrs,high,1251,weather,normal,cold
images/450.jpg,medium,beige,3,2,nude,2,soft_blush,1,black,2,natural_concealer,2,8hrs,low,700,simple,normal,normal
images/295.jpg,medium,sand,1,2,nude,1,soft_blush,1,black,1,natural_concealer,2,10hrs,low,1693,occasion,office,normal
images/281.jpg,medium,warm_beige,3,3,nude,3,soft_blush,1,black,3,natural_concealer,1,8hrs,low,1082,weather,normal,humid
images/518.jpg,medium,beige,1,2,bold_nude,3,soft_blush,2,black,1,natural_concealer,2,10hrs,medium,1370,occasion,party,normal
images/530.jpg,medium,warm_beige,3,3,nude,1,soft_blush,1,black,3,natural_concealer,1,8hrs,medium,1326,occasion,casual,normal
images/256.jpg,medium,sand,1,3,nude,1,soft_blush,1,black,3,natural_concealer,2,12hrs,low,2182,occasion,casual,normal
images/242.jpg,medium,beige,2,5,coral,1,soft_blush,1,black,3,natural_concealer,1,6hrs,low,2203,weather,normal,cold
images/524.jpg,dark,caramel,3,2,dark red,2,soft_blush,2,black,1,natural_concealer,2,12hrs,medium,2538,simple,normal,normal
images/243.jpg,dark,caramel,1,4,plum,1,soft_blush,1,black,1,natural_concealer,1,8hrs,medium,1931,simple,normal,normal
images/525.jpg,medium,sand,1,5,nude,2,soft_blush,2,black,1,natural_concealer,1,12hrs,high,1489,occasion,office,normal
images/531.jpg,medium,sand,2,3,red,3,soft_blush,1,black,1,natural_concealer,1,10hrs,low,1136,simple,normal,normal
images/257.jpg,medium,sand,3,2,nude,2,soft_blush,2,black,3,natural_concealer,1,6hrs,high,2336,weather,normal,humid
images/519.jpg,medium,sand,3,5,red,1,soft_blush,1,black,1,natural_concealer,1,10hrs,high,1026,occasion,casual,normal
images/280.jpg,medium,sand,3,4,coral,2,soft_blush,1,black,1,natural_concealer,2,10hrs,low,869,simple,normal,normal
images/294.jpg,medium,warm_beige,3,5,red,2,soft_blush,1,black,2,natural_concealer,2,10hrs,high,2848,simple,normal,normal
images/337.jpg,medium,warm_beige,2,3,red,3,soft_blush,2,black,2,natural_concealer,2,8hrs,low,1785,occasion,wedding,normal
images/451.jpg,medium,warm_beige,3,2,coral,2,soft_blush,2,black,2,natural_concealer,2,8hrs,high,2775,occasion,office,normal
images/445.jpg,medium,beige,1,4,nude,1,soft_blush,1,black,1,natural_concealer,2,6hrs,medium,905,simple,normal,normal
images/323.jpg,medium,sand,2,5,red,3,soft_blush,2,black,1,natural_concealer,2,6hrs,low,516,simple,normal,normal
images/479.jpg,medium,matte_sand,3,2,nude,2,soft_blush,2,black,3,natural_concealer,2,12hrs,high,2707,weather,normal,hot
images/492.jpg,medium,warm_beige,2,2,red,2,soft_blush,2,black,2,natural_concealer,1,8hrs,medium,1180,weather,normal,rainy
images/486.jpg,medium,beige,1,3,red,2,soft_blush,1,black,3,natural_concealer,1,12hrs,high,632,weather,normal,rainy
images/653.jpg,medium,sand,1,3,nude,3,soft_blush,2,black,3,natural_concealer,1,6hrs,low,2153,occasion,wedding,normal
images/135.jpg,medium,beige,2,4,red,2,soft_blush,1,black,1,natural_concealer,1,10hrs,high,618,occasion,wedding,normal
images/121.jpg,dark,caramel,2,2,dark red,2,soft_blush,1,black,2,natural_concealer,1,6hrs,low,2120,simple,normal,normal
images/647.jpg,medium,sand,2,3,red,3,soft_blush,2,black,1,natural_concealer,2,12hrs,medium,1461,occasion,wedding,normal
images/109.jpg,medium,matte_beige,3,2,nude,2,soft_blush,1,black,1,natural_concealer,1,8hrs,low,2977,weather,normal,hot
images/690.jpg,medium,sand,1,4,red,2,soft_blush,2,black,3,natural_concealer,2,6hrs,high,2179,weather,normal,cold
images/684.jpg,medium,warm_beige,1,3,red,1,soft_blush,2,black,2,natural_concealer,1,6hrs,medium,525,simple,normal,normal
images/34.jpg,dark,caramel,2,2,plum,1,soft_blush,1,black,1,natural_concealer,1,10hrs,high,1929,weather,normal,rainy
images/20.jpg,medium,beige,1,4,nude,3,soft_blush,2,black,3,natural_concealer,1,10hrs,medium,730,occasion,casual,normal
images/36.jpg,medium,sand,1,5,red,3,soft_blush,1,black,1,natural_concealer,1,10hrs,high,2174,simple,normal,normal
images/22.jpg,dark,caramel,1,2,plum,1,soft_blush,2,black,1,natural_concealer,1,10hrs,high,1380,weather,normal,humid
images/686.jpg,medium,warm_beige,2,5,coral,2,soft_blush,2,black,3,natural_concealer,1,10hrs,high,2631,simple,normal,normal
images/679.jpg,dark,mocha,3,4,plum,3,soft_blush,2,black,3,natural_concealer,1,6hrs,low,561,weather,normal,rainy
images/137.jpg,medium,sand,3,4,coral,2,soft_blush,1,black,2,natural_concealer,1,8hrs,low,2665,occasion,office,normal
images/651.jpg,medium,beige,2,4,red,3,soft_blush,1,black,1,natural_concealer,2,8hrs,low,2081,occasion,office,normal
images/645.jpg,medium,warm_beige,1,4,coral,2,soft_blush,2,black,3,natural_concealer,2,8hrs,high,2790,simple,normal,normal
images/123.jpg,medium,sand,2,5,coral,2,soft_blush,1,black,1,natural_concealer,2,10hrs,low,985,occasion,casual,normal
images/490.jpg,medium,beige,3,2,coral,2,soft_blush,1,black,1,natural_concealer,1,6hrs,medium,1974,simple,normal,normal
images/484.jpg,medium,beige,2,3,coral,3,soft_blush,1,black,2,natural_concealer,1,10hrs,low,2392,simple,normal,normal
images/309.jpg,medium,warm_beige,1,2,coral,2,soft_blush,2,black,2,natural_concealer,1,6hrs,low,2299,simple,normal,normal
images/453.jpg,medium,sand,1,3,nude,2,soft_blush,2,black,3,natural_concealer,2,6hrs,high,1911,weather,normal,humid
images/335.jpg,medium,warm_beige,1,4,red,1,soft_blush,2,black,1,natural_concealer,1,12hrs,high,2384,simple,normal,normal
images/321.jpg,medium,matte_beige,3,5,nude,1,soft_blush,2,black,1,natural_concealer,1,8hrs,high,644,weather,normal,hot
images/447.jpg,medium,beige,3,5,red,2,soft_blush,1,black,3,natural_concealer,2,12hrs,low,504,weather,normal,rainy
images/282.jpg,medium,beige,3,3,red,3,soft_blush,1,black,3,natural_concealer,1,6hrs,high,891,simple,normal,normal
images/296.jpg,medium,warm_beige,3,4,nude,3,soft_blush,2,black,1,natural_concealer,1,10hrs,high,1357,occasion,casual,normal
images/269.jpg,medium,warm_beige,2,2,nude,3,soft_blush,2,black,1,natural_concealer,2,10hrs,medium,2324,weather,normal,rainy
images/527.jpg,medium,sand,2,5,red,1,soft_blush,2,black,3,natural_concealer,2,6hrs,high,927,weather,normal,cold
images/241.jpg,medium,beige,2,3,nude,2,soft_blush,1,black,3,natural_concealer,1,10hrs,medium,1151,simple,normal,normal
images/255.jpg,medium,sand,3,4,red,1,soft_blush,2,black,2,natural_concealer,1,10hrs,low,1610,simple,normal,normal
images/533.jpg,medium,sand,1,4,red,3,soft_blush,2,black,3,natural_concealer,1,10hrs,low,2133,weather,normal,humid
images/254.jpg,medium,warm_beige,1,4,coral,2,soft_blush,1,black,3,natural_concealer,2,12hrs,medium,2088,occasion,wedding,normal
images/532.jpg,medium,beige,3,4,red,1,soft_blush,2,black,1,natural_concealer,2,12hrs,high,2197,simple,normal,normal
images/526.jpg,medium,warm_beige,1,5,coral,3,soft_blush,2,black,3,natural_concealer,2,10hrs,low,2581,simple,normal,normal
images/240.jpg,medium,warm_beige,2,4,nude,2,soft_blush,1,black,1,natural_concealer,1,8hrs,medium,2289,weather,normal,rainy
images/268.jpg,medium,beige,1,3,bold_coral,3,soft_blush,2,black,1,natural_concealer,2,8hrs,low,2690,occasion,party,normal
images/297.jpg,medium,sand,3,5,coral,1,soft_blush,2,black,2,natural_concealer,2,12hrs,medium,1770,weather,normal,humid
images/283.jpg,medium,beige,2,4,nude,1,soft_blush,2,black,2,natural_concealer,1,6hrs,low,2661,weather,normal,humid
images/320.jpg,medium,beige,2,3,coral,1,soft_blush,1,black,2,natural_concealer,1,10hrs,high,2155,simple,normal,normal
images/446.jpg,medium,sand,1,5,coral,2,soft_blush,2,black,2,natural_concealer,2,10hrs,medium,844,simple,normal,normal
images/452.jpg,medium,sand,3,5,nude,2,soft_blush,2,black,1,natural_concealer,2,8hrs,low,2496,occasion,casual,normal
images/334.jpg,medium,warm_beige,3,5,red,3,soft_blush,2,black,3,natural_concealer,1,6hrs,low,2503,simple,normal,normal
images/308.jpg,medium,warm_beige,3,4,coral,3,soft_blush,1,black,2,natural_concealer,2,8hrs,low,2087,occasion,wedding,normal
images/485.jpg,medium,warm_beige,3,3,nude,2,soft_blush,2,black,1,natural_concealer,1,8hrs,low,949,occasion,wedding,normal
images/491.jpg,medium,beige,2,5,red,2,soft_blush,2,black,3,natural_concealer,1,12hrs,medium,1060,simple,normal,normal
images/644.jpg,medium,matte_warm_beige,3,3,nude,1,soft_blush,1,black,1,natural_concealer,2,10hrs,high,2402,weather,normal,hot
images/122.jpg,medium,warm_beige,1,5,coral,2,soft_blush,2,black,2,natural_concealer,1,8hrs,high,571,simple,normal,normal
images/136.jpg,dark,matte_mocha,3,2,nude,2,soft_blush,2,black,3,natural_concealer,1,6hrs,low,546,weather,normal,hot
images/650.jpg,dark,mocha,2,5,plum,3,soft_blush,1,black,1,natural_concealer,2,10hrs,high,2868,weather,normal,cold
images/678.jpg,medium,sand,1,3,coral,3,soft_blush,2,black,3,natural_concealer,2,8hrs,medium,2076,occasion,wedding,normal
images/687.jpg,medium,warm_beige,1,4,red,3,soft_blush,2,black,1,natural_concealer,1,12hrs,low,639,simple,normal,normal
images/23.jpg,medium,beige,2,5,nude,1,soft_blush,2,black,2,natural_concealer,1,10hrs,low,2059,weather,normal,rainy
images/37.jpg,medium,beige,3,5,coral,3,soft_blush,2,black,3,natural_concealer,1,12hrs,high,631,simple,normal,normal
images/683.jpg,medium,sand,2,3,nude,2,soft_blush,2,black,3,natural_concealer,2,10hrs,low,1742,simple,normal,normal
images/33.jpg,medium,beige,2,3,coral,1,soft_blush,2,black,1,natural_concealer,1,12hrs,high,1553,simple,normal,normal
images/27.jpg,dark,mocha,1,5,dark red,2,soft_blush,1,black,1,natural_concealer,2,6hrs,low,2054,simple,normal,normal
images/654.jpg,medium,beige,1,3,bold_red,3,soft_blush,1,black,2,natural_concealer,1,10hrs,high,735,occasion,party,normal
images/132.jpg,medium,sand,2,4,red,1,soft_blush,1,black,1,natural_concealer,1,10hrs,high,1290,weather,normal,cold
images/126.jpg,medium,beige,1,2,bold_nude,3,soft_blush,1,black,2,natural_concealer,1,6hrs,medium,2664,occasion,party,normal
images/640.jpg,dark,caramel,3,2,plum,2,soft_blush,1,black,3,natural_concealer,1,6hrs,low,977,occasion,wedding,normal
images/668.jpg,medium,warm_beige,2,5,red,1,soft_blush,2,black,2,natural_concealer,1,6hrs,medium,2918,simple,normal,normal
images/495.jpg,medium,warm_beige,3,4,nude,1,soft_blush,1,black,3,natural_concealer,1,12hrs,high,1424,weather,normal,rainy
images/481.jpg,medium,warm_beige,1,4,nude,2,soft_blush,1,black,2,natural_concealer,1,12hrs,high,1688,weather,normal,cold
images/330.jpg,medium,warm_beige,1,3,coral,2,soft_blush,2,black,2,natural_concealer,1,8hrs,medium,2014,weather,normal,cold
images/456.jpg,medium,beige,2,3,coral,2,soft_blush,1,black,2,natural_concealer,1,8hrs,high,1876,simple,normal,normal
images/442.jpg,dark,mocha,3,4,plum,2,soft_blush,2,black,3,natural_concealer,1,6hrs,low,1341,occasion,office,normal
images/324.jpg,dark,mocha,2,4,dark red,2,soft_blush,2,black,2,natural_concealer,2,12hrs,medium,2965,occasion,casual,normal
images/318.jpg,medium,sand,3,3,nude,2,soft_blush,2,black,1,natural_concealer,1,6hrs,low,2719,occasion,wedding,normal
images/287.jpg,medium,beige,3,2,coral,1,soft_blush,2,black,2,natural_concealer,2,8hrs,high,1374,occasion,office,normal
images/293.jpg,medium,sand,3,3,coral,3,soft_blush,1,black,1,natural_concealer,1,12hrs,low,1240,simple,normal,normal
images/244.jpg,dark,mocha,3,5,wine,2,soft_blush,2,black,2,natural_concealer,1,10hrs,high,878,weather,normal,rainy
images/522.jpg,medium,warm_beige,1,4,red,2,soft_blush,1,black,2,natural_concealer,2,12hrs,medium,569,weather,normal,humid
images/536.jpg,medium,beige,2,3,nude,2,soft_blush,1,black,3,natural_concealer,1,8hrs,medium,1898,simple,normal,normal
images/250.jpg,medium,sand,2,3,bold_coral,2,soft_blush,1,black,3,natural_concealer,1,12hrs,medium,513,occasion,party,normal
images/278.jpg,dark,espresso,2,4,dark red,1,soft_blush,1,black,3,natural_concealer,1,8hrs,low,2757,simple,normal,normal
images/279.jpg,dark,mocha,3,3,plum,2,soft_blush,2,black,3,natural_concealer,2,12hrs,high,2678,occasion,casual,normal
images/537.jpg,medium,warm_beige,1,3,nude,2,soft_blush,2,black,1,natural_concealer,2,6hrs,high,1751,occasion,office,normal
images/251.jpg,medium,beige,1,5,coral,3,soft_blush,1,black,2,natural_concealer,1,8hrs,medium,1725,simple,normal,normal
images/245.jpg,medium,sand,2,4,coral,2,soft_blush,1,black,1,natural_concealer,2,10hrs,medium,1149,simple,normal,normal
images/523.jpg,medium,sand,3,2,nude,2,soft_blush,2,black,2,natural_concealer,1,10hrs,high,1258,simple,normal,normal
images/292.jpg,medium,sand,3,5,nude,2,soft_blush,1,black,3,natural_concealer,2,8hrs,high,2118,occasion,casual,normal
images/286.jpg,medium,sand,3,2,red,2,soft_blush,1,black,2,natural_concealer,1,6hrs,low,1834,simple,normal,normal
images/319.jpg,medium,warm_beige,2,2,nude,3,soft_blush,2,black,1,natural_concealer,1,12hrs,medium,2108,simple,normal,normal
images/443.jpg,medium,warm_beige,3,5,red,1,soft_blush,1,black,1,natural_concealer,1,8hrs,low,2095,weather,normal,humid
images/325.jpg,medium,warm_beige,2,3,nude,2,soft_blush,1,black,1,natural_concealer,2,10hrs,high,2224,weather,normal,rainy
images/331.jpg,medium,warm_beige,2,2,coral,1,soft_blush,1,black,2,natural_concealer,2,6hrs,medium,1948,weather,normal,humid
images/457.jpg,medium,sand,1,3,coral,1,soft_blush,1,black,3,natural_concealer,1,10hrs,high,2537,weather,normal,rainy
images/480.jpg,medium,beige,1,3,red,2,soft_blush,2,black,1,natural_concealer,2,12hrs,high,2796,occasion,office,normal
images/494.jpg,medium,warm_beige,3,4,red,2,soft_blush,2,black,3,natural_concealer,2,6hrs,medium,2488,occasion,casual,normal
images/669.jpg,medium,sand,1,3,nude,3,soft_blush,2,black,2,natural_concealer,2,8hrs,high,974,simple,normal,normal
